,step,dropout_train,dropout_test,no_dropout_train,no_dropout_test
0,0,4.622925281524658,4.499467563629151,4.458584785461426,4.403779411315918
1,2500,2.456220708036423,2.309951591491699,2.3931573295116424,2.2612427711486816
2,5000,2.185110334587097,2.262312650680542,2.050847666835785,2.1070743560791017
3,7500,2.0782051197052,2.2707080602645875,1.9380048057556152,2.0639336347579955
4,10000,2.014174999904633,2.11577467918396,1.8608212577342984,2.0397194623947144
5,12500,1.969017590236664,2.13078978061676,1.820275540304184,2.102291440963745
6,15000,1.9323709270000455,2.066879081726074,1.7841769701719283,1.8940935850143432
7,17500,1.904317712402344,2.2747397422790527,1.7601611845493317,2.0471232414245604
8,20000,1.8816844398498536,2.0925260543823243,1.734229081583023,1.8832417726516724
9,22500,1.84967893576622,1.8602211475372312,1.7071507697105408,1.909970760345459
10,25000,1.840488796377182,2.0393237590789797,1.688283072090149,2.1463371992111204
11,27500,1.8286602637290952,2.0383066654205324,1.6843247067451477,2.236310338973999
12,30000,1.8189657308101657,1.9668782234191895,1.662916295003891,1.880838966369629
13,32500,1.797442581486702,1.9537362813949584,1.6598617203235626,1.8047120809555053
14,35000,1.791125294303894,1.9321418046951293,1.6565378475666046,1.9578698873519895
15,37500,1.776674887228012,1.844972252845764,1.6390245341300964,1.9994566679000856
16,40000,1.770506584596634,2.0871064186096193,1.6301474927663804,1.890609073638916
17,42500,1.762039945793152,2.0067535877227782,1.626414323091507,1.7988842487335206
18,45000,1.7543323698997495,1.9168869495391845,1.6186152440071109,1.995364212989807
19,47500,1.7525321756839751,1.9434656858444217,1.611593874502182,1.8953829288482664
20,50000,1.7465327810287476,1.8019641637802124,1.5953679063796995,2.0242284536361694
21,52500,1.7422589325428008,1.876974844932556,1.601508619236946,1.9104957580566408
22,55000,1.728325987482071,1.8945884227752685,1.5918553766012191,2.2291677474975584
23,57500,1.7368364286899567,1.9514994144439697,1.5846895009040831,1.8051997423171997
24,60000,1.7263228178024292,1.7597896814346314,1.5806880679607391,1.8565958738327024
25,62500,1.7258037515878677,2.021528649330139,1.5823046117305757,1.8978174686431888
26,65000,1.728319126367569,1.7781557083129882,1.5704788389205933,1.98308470249176
27,67500,1.721403457212448,1.876371932029724,1.5692339159727096,1.8300657272338867
28,70000,1.714834326505661,1.7664251804351807,1.5636347840309144,1.9402633428573608
29,72500,1.711801517343521,1.8442834615707395,1.5597227979183197,1.809228253364563
30,75000,1.7120519813537598,1.8741369485855104,1.5633875851869583,2.0934233903884887
31,77500,1.7052464029073715,2.051178789138794,1.5519263145685196,1.9903484344482425
32,80000,1.7042681999206544,1.750613522529602,1.5555299283981323,1.8688766479492187
33,82500,1.7050889429569245,1.93433837890625,1.5446479755163194,1.756856632232666
34,85000,1.6987290131092072,1.75583872795105,1.548010647702217,1.9843275547027588
35,87500,1.690804056787491,1.894505000114441,1.5380182987689972,2.0542654752731324
36,90000,1.691058440899849,1.7583754062652588,1.5404667089223862,2.045867943763733
37,92500,1.6988616773843763,1.890107536315918,1.5349915034532546,1.8141439437866211
38,95000,1.688761320400238,1.8205806016921997,1.5307600997924804,2.1454519987106324
39,97500,1.6885709176063537,1.9360353231430056,1.524972424387932,1.7393826007843018
40,100000,1.6847800967931748,1.7509469985961914,1.530255883336067,1.7605990171432495
41,102500,1.6864376181840897,2.0368048906326295,1.5248540184020996,1.927140760421753
42,105000,1.6797105811595916,1.7857187509536745,1.524639919924736,1.978464913368225
43,107500,1.677621439743042,1.8944634675979617,1.5146259159326554,1.703409242630005
44,110000,1.6779864384174348,1.845165729522705,1.5195220528364182,2.0613179922103884
45,112500,1.672614713096619,1.778761339187622,1.5145236351251603,1.8672930002212524
46,115000,1.6765099969863893,1.8721561431884768,1.515552329802513,1.957065963745117
47,117500,1.6786659991025925,1.8655888795852664,1.5074300344228744,1.888896346092224
48,120000,1.673765118575096,1.9057971954345705,1.5029842044591903,1.8993471145629883
49,122500,1.674188051056862,1.8076773166656497,1.5050459584236144,1.667846918106079
50,125000,1.67945951128006,1.7246371746063232,1.5034079100370408,1.9149804830551147
51,127500,1.6730648070812226,1.80993812084198,1.500680505180359,1.8750648736953737
52,130000,1.6656528586387631,1.801863431930542,1.502012147474289,1.7749718189239505
53,132500,1.6721684304714204,1.7768498182296752,1.494659994506836,1.8781821727752688
54,135000,1.6624663980960843,1.8684272289276125,1.4980760472774506,1.744527530670166
55,137500,1.6664428483486176,2.017000699043274,1.495295115184784,1.776662254333496
56,140000,1.6629590539455414,1.853287410736084,1.4905751483917236,1.7946316242218017
57,142500,1.6675799929618835,1.7817363500595094,1.485472397351265,2.2076926231384277
58,145000,1.666280250597,1.6596485137939454,1.48405994079113,1.9499147176742553
59,147500,1.658776174068451,2.0170214653015135,1.4858462190628052,1.737242579460144
60,150000,1.66295730175972,1.7684651136398315,1.4814917132854462,1.7918145179748537
61,152500,1.6569047034978868,1.7761500597000122,1.4832349398612976,1.7638147354125977
62,155000,1.6593232776641846,1.760022521018982,1.4830451931476594,1.84704647064209
63,157500,1.6560159905433656,1.8337484836578368,1.4785236977815628,1.8362895488739013
64,160000,1.6578813947677613,1.813259840011597,1.4776242071628571,1.90369291305542
65,162500,1.6497730267047883,1.8425237894058228,1.475424671292305,1.8870437383651733
66,165000,1.6531581531524655,1.8187775373458863,1.4711215569019318,2.0450124740600586
67,167500,1.6554786206007004,1.9025516986846924,1.4752001821994782,1.9449588775634763
68,170000,1.6552223943710327,1.95753333568573,1.4705179295539856,1.946670866012573
69,172500,1.6471508914470672,1.8501097202301025,1.4691257868289949,1.9560277462005615
70,175000,1.648587907743454,1.7125757694244386,1.469832635760307,2.012635016441345
71,177500,1.6473482719659804,1.907304310798645,1.4697882290124893,2.027295875549316
72,180000,1.6520486890316008,1.8563263416290283,1.4608003813266754,1.939725875854492
73,182500,1.6517494813680649,1.7047231435775756,1.4628447502374649,1.8751106977462768
74,185000,1.6429357945919036,1.768246579170227,1.4601128719091416,2.107734966278076
75,187500,1.6457783027410506,1.8780526638031003,1.4625937614917754,2.0980547189712526
76,190000,1.6464552526950835,1.742683172225952,1.4553311040878296,1.941803050041199
77,192500,1.6449773231983185,1.7109716892242433,1.4604140220403672,1.9226869344711304
78,195000,1.6388991834163666,1.9952650785446169,1.4563473563671112,1.9031872034072876
79,197500,1.6513251227855683,1.7497576951980591,1.4530942475318909,2.124782156944275
80,200000,1.647577594614029,1.7112242221832277,1.4499965154647827,1.9973180770874024
81,202500,1.6406286718845366,1.8598113298416137,1.4544185128688811,1.9809117078781129
82,205000,1.6406252930641174,1.766316032409668,1.4548524711370467,1.9338200569152832
83,207500,1.650953512263298,1.706420612335205,1.4536134011507034,1.8711612462997436
84,210000,1.6518557686328887,1.8655231237411496,1.449491335463524,2.029208302497864
85,212500,1.6487483036518098,1.700400757789612,1.4522091186761856,1.9054316759109495
86,215000,1.643249477815628,1.6729228258132935,1.4423256553888322,1.815037488937378
87,217500,1.6413306628465651,1.775888156890869,1.4474528414011,1.8612614631652833
88,220000,1.6462171998739243,1.804643201828003,1.4525282658815384,1.940743660926819
89,222500,1.645451512145996,1.8309746742248536,1.4490229819059373,1.8787978410720825
90,225000,1.640511152124405,1.8783386945724487,1.4431563663959504,1.9114893674850464
91,227500,1.6421146111488345,1.8640588521957395,1.4427562129497529,2.081963562965393
92,230000,1.6405102268218994,1.7829554319381713,1.4391381937503815,1.9265644073486328
93,232500,1.631082398033142,1.8356443405151368,1.4386493165254592,2.1256165504455566
94,235000,1.6381475860595702,1.673739528656006,1.4502794104099277,1.8135591745376587
95,237500,1.6252606965065002,1.749060583114624,1.439733357000351,1.877747893333435
96,240000,1.6335971799373628,1.750640058517456,1.4446523517608645,1.8976131677627563
97,242500,1.6333927084207536,1.803668236732483,1.4366135303020475,1.834387135505676
98,245000,1.6319823824167252,1.6596502542495728,1.4388426537513732,1.7107557296752929
99,247500,1.6350047309398652,1.8662642002105712,1.4367630431413652,1.7848998308181765
100,250000,1.6284490948677064,1.6729458093643188,1.4307141338348388,2.067208933830261
101,252500,1.6435816254615785,1.880170464515686,1.433635481595993,1.7378103971481322
102,255000,1.6228235572099683,1.750879716873169,1.4318199389457702,2.003192901611328
103,257500,1.627571519637108,1.833849263191223,1.4358779064893723,1.7164749383926392
104,260000,1.6293729683876037,1.708405113220215,1.4375763167858124,1.895642352104187
105,262500,1.621495073866844,1.7425777196884156,1.4324951552867888,2.0737537860870363
106,265000,1.6296005830287934,1.9878329753875732,1.431876530957222,1.758292627334595
107,267500,1.631827032995224,1.652078628540039,1.4285248711109162,1.9938244581222535
108,270000,1.628559719824791,1.665668249130249,1.4293060631275176,1.9441952466964725
109,272500,1.6302690749645232,1.8224589824676511,1.431391242456436,1.8851274967193603
110,275000,1.6247556523799895,1.708419966697693,1.426744967031479,1.808948564529419
111,277500,1.6247845407009125,1.8000471353530885,1.4273434715747833,1.6228585958480837
112,280000,1.6167183388233184,1.9045397520065308,1.42686143181324,2.2246049642562866
113,282500,1.622440586543083,1.8289844036102296,1.4202023643493653,1.8040611028671265
114,285000,1.629317408132553,1.9044998168945313,1.417067985534668,2.1813679695129395
115,287500,1.6356885875701903,1.779606032371521,1.4225315759897232,1.8659672021865843
116,290000,1.6227045199155807,1.5855695247650146,1.4201670167922973,1.8426833152770996
117,292500,1.6207141963481904,1.9426256179809571,1.4187902702331543,2.0740822076797487
118,295000,1.6277775371074676,1.72676739692688,1.423217873454094,1.8657601118087768
119,297500,1.6300491979122165,1.882468008995056,1.417944815135002,1.8640061140060424
120,300000,1.6248738317012787,1.820471000671387,1.4196942222118378,1.9626114130020145
121,302500,1.6211158754348756,1.7531455039978028,1.4181410019159315,1.7738954067230224
122,305000,1.6255922493934631,1.681845474243164,1.413841143846512,2.174607038497925
123,307500,1.623756692790985,1.7067620992660522,1.4141554688453677,1.7884198427200315
124,310000,1.6187059189796449,2.0418351173400877,1.416779280328751,1.8294612169265747
125,312500,1.6185529719114304,1.6536612033843994,1.4150587466716766,2.0170790433883665
126,315000,1.6210593231201171,1.9239911079406735,1.4209904018163682,1.7405822992324829
127,317500,1.619979120349884,1.7259325504302978,1.409255228972435,1.9077465772628783
128,320000,1.6228392048835754,1.683194088935852,1.4166748315811155,1.8828260898590088
129,322500,1.6213361454486848,2.0220746040344237,1.4146677409172057,1.9752134323120116
130,325000,1.615743870925903,1.6179641962051392,1.4124957002162932,2.0005449295043944
131,327500,1.6129061071634292,1.8814047813415529,1.4121637732028962,2.222720408439636
132,330000,1.6201205845832825,1.8517324447631835,1.405306554055214,2.04517343044281
133,332500,1.6134178242444992,1.9052643537521363,1.410867777895927,1.9695340871810911
134,335000,1.6173914100170137,1.7990770101547242,1.4093143573284148,1.8131603717803957
135,337500,1.6223054501295089,1.8596490144729616,1.4055694155454637,1.870153617858887
136,340000,1.6233018706321716,1.7701753616333007,1.4103601950407028,2.102881646156311
137,342500,1.6153452507734298,1.7590998888015748,1.4100214891195295,2.1052560091018675
138,345000,1.615241248369217,1.7930955410003662,1.4011284092903138,1.9041805744171143
139,347500,1.615877933740616,1.9135133743286132,1.409875112724304,1.987046766281128
140,350000,1.614838990354538,1.6848653316497804,1.4040093874454498,2.005259656906128
141,352500,1.6142029658555983,1.8187780857086184,1.4060017698049545,1.9648833751678467
142,355000,1.615092056632042,1.787328004837036,1.401425671005249,1.9355641603469849
143,357500,1.6168068410396577,1.928575539588928,1.4021792719841004,2.054982614517212
144,360000,1.6121882350206376,1.7469776391983032,1.40674447619915,1.8429094314575196
145,362500,1.6160472920656204,1.670288610458374,1.3998437903404235,1.903594970703125
146,365000,1.6205551437616348,1.8467206001281735,1.3970538477182388,2.4412485122680665
147,367500,1.607975586295128,1.7171200275421143,1.3968377275705337,2.062252330780029
148,370000,1.6174120810508728,1.670708417892456,1.4054191962003708,1.773487114906311
149,372500,1.6158270238876342,1.7987738370895383,1.4004761713027951,1.9411206245422363
150,375000,1.6103433483600615,1.797781276702881,1.3962154950618744,1.9779117584228516
151,377500,1.6172929816007615,1.5385024070739746,1.4086271564483643,2.0578074216842652
152,380000,1.6146216835260392,1.636287546157837,1.402152352619171,2.132640504837036
153,382500,1.6175256830930709,1.6693502902984618,1.4008211250305176,2.098692512512207
154,385000,1.6129364018201828,2.029135990142822,1.3926645214796067,1.8871275663375855
155,387500,1.614979855799675,1.7824851512908937,1.397789482998848,2.1171180963516236
156,390000,1.6128013224840163,1.8142069101333615,1.3977149005174636,1.78310387134552
157,392500,1.6101818495512008,2.015327715873718,1.394876312804222,1.9710164785385131
158,395000,1.6057961721897125,1.847495937347412,1.3975624194145202,1.9475215196609497
159,397500,1.6096880878925324,1.7774353504180909,1.3969660408735276,2.055052876472473
160,400000,1.613338843202591,1.6920735836029053,1.3919369837760924,1.8261640071868896
161,402500,1.6178491885900497,1.826563572883606,1.3864776962041856,1.960741138458252
162,405000,1.6090042567014695,1.785049819946289,1.3951318546533584,1.7998802661895752
163,407500,1.6101637698173523,1.750815749168396,1.3960284994840622,1.7796895503997805
164,410000,1.6143553519964218,1.6996514797210691,1.3917682729005814,1.9021822452545163
165,412500,1.6072590131759643,1.9796069383621215,1.3909809562683106,2.199264430999756
166,415000,1.6073234309196471,1.865785312652588,1.3952361134529114,2.1723389625549316
167,417500,1.621491284441948,1.8850540399551392,1.3906397853851318,2.0766314029693604
168,420000,1.6085871178388595,1.9140042066574097,1.3922694980859756,1.9380620956420895
169,422500,1.6083384266614913,1.7677342414855957,1.3888671537160873,1.684806966781616
170,425000,1.6088077102661134,1.7986856698989868,1.3895418967247009,1.8082383155822752
171,427500,1.6136275635957718,1.782534861564636,1.3903697721004489,1.973056435585022
172,430000,1.60170196454525,1.8218292951583863,1.386142480635643,1.9905604600906373
173,432500,1.6107279881715777,1.7616146802902222,1.386627828168869,2.0039241313934326
174,435000,1.6043550322532654,1.8777771234512328,1.3852062556743625,2.002187895774841
175,437500,1.6165942923069,1.8404415845870972,1.3894563142776488,1.8405758619308472
176,440000,1.599346618628502,1.8313347339630128,1.3860317183494568,1.8118048667907716
177,442500,1.6033637130737304,1.7776091814041135,1.3847511793851852,1.8540066480636597
178,445000,1.6092331926822665,1.825838923454285,1.3906472412109374,1.8662845134735109
179,447500,1.6061500000953677,1.9595175504684448,1.3836826255321504,1.6583966970443726
180,450000,1.603326072025299,1.927186369895935,1.3825518557310104,1.77356436252594
181,452500,1.604532531452179,1.7580585718154906,1.380022837495804,1.794431209564209
182,455000,1.6066244183778762,1.868664574623108,1.3863350853204728,1.8590657234191896
183,457500,1.5999667622089386,1.708839225769043,1.3844411336660385,1.914919304847717
184,460000,1.6039258001804353,1.86957848072052,1.3860918177843091,1.8568261861801147
185,462500,1.6040910202503205,1.7170031547546387,1.377807751059532,2.3075480461120605
186,465000,1.608107927298546,1.7061192750930787,1.3809896084308624,1.763295292854309
187,467500,1.6045987280368803,1.7604327917099,1.3771615153551102,1.8441345691680908
188,470000,1.6074091834545134,1.95415780544281,1.381988374185562,1.8606284141540528
189,472500,1.6088838496685027,1.892971134185791,1.3783334704637529,1.918762469291687
190,475000,1.6072865137577057,1.77783362865448,1.3795799748659134,1.955176877975464
191,477500,1.6056682792663577,1.9185150384902951,1.377224821996689,1.8936709403991696
192,480000,1.6001905687570572,1.8748777866363528,1.379781664299965,1.82721745967865
193,482500,1.605708105993271,1.842790865898132,1.3826037809371947,2.040576863288879
194,485000,1.6044269976615906,1.776089429855347,1.3833475825071335,2.2507303953170776
195,487500,1.6017483817338944,1.9139952659606936,1.3751307880163193,1.9368100881576535
196,490000,1.604135480213165,1.805722975730896,1.3791350368738176,1.9573012113571169
197,492500,1.5997754548072816,1.7998451948165894,1.374701428127289,1.9584214687347412
198,495000,1.6011904918670654,1.830615234375,1.3761260419130326,1.8874849557876587
199,497500,1.6006412537097932,1.8546883106231689,1.3771925314188005,1.7222882747650146
